Valores Confirmados;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
01-01-04;13.346,12;3,34252E+11;13.008,63;4,05063E+11;12.560,20;16883377992;13.166,34;28643294096;13.388,29;3,94455E+11;12.971,31;1,35831E+11;13.390,55;2,47379E+11
02-01-04;13.334,16;3,3395E+11;12.995,38;4,11408E+11;12.547,05;16865078217;13.154,66;28617866706;13.381,91;3,94264E+11;12.958,08;1,35693E+11;13.379,08;2,47167E+11
03-01-04;13.334,16;3,3395E+11;12.995,38;4,11408E+11;12.547,05;16865078217;13.154,66;28617866706;13.381,91;3,94264E+11;12.958,08;1,35693E+11;13.379,08;2,47167E+11
04-01-04;13.334,16;3,3395E+11;12.995,38;4,11408E+11;12.547,05;16865078217;13.154,66;28617866706;13.381,91;3,94264E+11;12.958,08;1,35693E+11;13.379,08;2,47167E+11
05-01-04;13.318,05;3,35533E+11;12.986,33;4,11082E+11;12.508,29;16808497147;13.136,74;28576891912;13.368,20;3,93726E+11;12.942,81;1,35408E+11;13.369,62;2,46995E+11
06-01-04;13.341,62;3,36258E+11;13.014,69;4,11935E+11;12.502,90;16801279946;13.152,85;28607791912;13.382,77;3,94078E+11;12.968,25;1,35745E+11;13.394,37;2,47422E+11
07-01-04;13.328,10;3,36528E+11;13.008,25;4,11663E+11;12.460,58;16742916402;13.125,92;28547460312;13.375,46;3,93936E+11;12.948,93;1,35487E+11;13.379,45;2,4797E+11
08-01-04;13.425,65;3,39866E+11;13.101,90;4,14769E+11;12.460,25;16740824813;13.189,25;28974589255;13.465,28;3,96568E+11;13.032,70;1,3638E+11;13.479,98;2,49834E+11
09-01-04;13.424,28;3,40474E+11;13.103,95;4,14772E+11;12.467,14;16753193936;13.189,76;28974031939;13.468,86;3,96663E+11;13.035,08;1,36398E+11;13.473,39;2,50461E+11
10-01-04;13.424,28;3,40474E+11;13.103,95;4,14772E+11;12.467,14;16753193936;13.189,76;28974031939;13.468,86;3,96663E+11;13.035,08;1,36398E+11;13.473,39;2,50461E+11
11-01-04;13.424,28;3,40474E+11;13.103,95;4,14772E+11;12.467,14;16753193936;13.189,76;28974031939;13.468,86;3,96663E+11;13.035,08;1,36398E+11;13.473,39;2,50461E+11
12-01-04;13.396,10;3,4064E+11;13.085,55;4,14064E+11;12.453,98;16885225843;13.168,75;28928049626;13.439,34;3,95791E+11;13.009,08;1,36131E+11;13.454,26;2,50189E+11
13-01-04;13.467,40;3,43131E+11;13.142,99;4,15819E+11;12.462,26;16896739562;13.218,61;29037082648;13.510,61;3,97847E+11;13.074,27;1,37955E+11;13.530,99;2,51693E+11
14-01-04;13.538,84;3,46153E+11;13.203,15;4,23733E+11;12.514,67;16967996861;13.285,21;29185187402;13.579,38;4,00045E+11;13.146,17;1,38709E+11;13.609,67;2,54815E+11
15-01-04;13.581,52;3,48337E+11;13.246,19;4,25331E+11;12.562,84;17039192843;13.317,44;29255225146;13.623,67;4,01281E+11;13.180,32;1,39093E+11;13.647,52;2,55617E+11
16-01-04;13.489,35;3,58158E+11;13.157,77;4,24161E+11;12.527,99;17923652722;13.256,00;31106690284;13.526,85;4,14802E+11;13.099,80;1,44638E+11;13.558,13;2,64485E+11
17-01-04;13.489,35;3,58158E+11;13.157,77;4,24161E+11;12.527,99;17923652722;13.256,00;31106690284;13.526,85;4,14802E+11;13.099,80;1,44638E+11;13.558,13;2,64485E+11
18-01-04;13.489,35;3,58158E+11;13.157,77;4,24161E+11;12.527,99;17923652722;13.256,00;31106690284;13.526,85;4,14802E+11;13.099,80;1,44638E+11;13.558,13;2,64485E+11
19-01-04;13.553,77;3,61022E+11;13.214,14;4,26384E+11;12.568,68;17988648505;13.304,73;31220602481;13.594,27;4,23248E+11;13.162,67;1,45328E+11;13.613,58;2,6616E+11
20-01-04;13.452,79;3,59596E+11;13.112,17;4,23099E+11;12.532,25;17945395645;13.226,57;31042305241;13.486,25;4,19894E+11;13.068,58;1,44282E+11;13.513,28;2,6463E+11
21-01-04;13.452,90;3,60792E+11;13.129,11;4,23628E+11;12.507,83;17917628466;13.216,91;31019448030;13.490,53;4,20054E+11;13.076,12;1,44362E+11;13.522,14;2,66994E+11
22-01-04;13.497,66;3,63032E+11;13.162,43;4,25697E+11;12.496,25;17906197930;13.240,11;31075266044;13.524,50;4,21094E+11;13.110,47;1,45159E+11;13.557,99;2,67804E+11
23-01-04;13.557,72;3,66936E+11;13.226,24;4,27857E+11;12.530,46;17965453049;13.292,66;31382903402;13.589,08;4,23118E+11;13.167,32;1,45776E+11;13.617,34;2,70161E+11
24-01-04;13.557,72;3,66936E+11;13.226,24;4,27857E+11;12.530,46;17965453049;13.292,66;31382903402;13.589,08;4,23118E+11;13.167,32;1,45776E+11;13.617,34;2,70161E+11
25-01-04;13.557,72;3,66936E+11;13.226,24;4,27857E+11;12.530,46;17965453049;13.292,66;31382903402;13.589,08;4,23118E+11;13.167,32;1,45776E+11;13.617,34;2,70161E+11
26-01-04;13.643,01;3,69998E+11;13.302,07;4,30221E+11;12.601,67;18070969787;13.372,26;31589899932;13.675,05;4,25775E+11;13.246,45;1,46988E+11;13.707,61;2,72027E+11
27-01-04;13.646,80;3,706E+11;13.300,53;4,30946E+11;12.654,46;18097198676;13.388,36;31660083474;13.672,99;4,25702E+11;13.248,48;1,50282E+11;13.714,58;2,72424E+11
28-01-04;13.608,23;3,69877E+11;13.271,47;4,29993E+11;12.646,00;18086609942;13.359,42;31618963526;13.636,98;4,24573E+11;13.213,43;1,49876E+11;13.659,20;2,73293E+11
29-01-04;13.685,30;3,72151E+11;13.351,78;4,32588E+11;12.692,49;18157649968;13.423,53;31785970861;13.714,36;4,29955E+11;13.286,96;1,5071E+11;13.746,25;2,75211E+11
30-01-04;13.663,72;3,7213E+11;13.320,86;4,32432E+11;12.706,60;18177701012;13.412,03;31757670258;13.699,12;4,29434E+11;13.265,23;1,50395E+11;13.721,82;2,747E+11
31-01-04;13.663,72;3,7213E+11;13.320,86;4,32432E+11;12.706,60;18177701012;13.412,03;31757670258;13.699,12;4,29434E+11;13.265,23;1,50395E+11;13.721,82;2,747E+11
01-02-04;13.663,72;3,7213E+11;13.320,86;4,32432E+11;12.706,60;18177701012;13.412,03;31757670258;13.699,12;4,29434E+11;13.265,23;1,50395E+11;13.721,82;2,747E+11
02-02-04;13.447,11;3,7186E+11;13.112,71;4,36664E+11;12.613,01;18043813868;13.241,70;31354348072;13.481,69;4,31375E+11;13.062,22;1,48086E+11;13.490,85;2,70076E+11
03-02-04;13.280,41;3,68116E+11;12.958,95;4,31501E+11;12.465,32;17830197575;13.086,36;30976354222;13.316,41;4,26059E+11;12.907,49;1,46358E+11;13.325,67;2,66757E+11
04-02-04;13.451,35;3,73766E+11;13.122,78;4,37083E+11;12.494,34;17871515847;13.208,62;31262830081;13.477,86;4,31152E+11;13.065,52;1,50144E+11;13.490,72;2,70761E+11
05-02-04;13.488,61;3,75552E+11;13.163,22;4,38409E+11;12.535,77;17930423024;13.244,77;31359373684;13.510,30;4,3217E+11;13.096,23;1,50425E+11;13.531,50;2,7154E+11
06-02-04;13.489,72;3,76387E+11;13.160,82;4,38545E+11;12.581,30;17995531699;13.255,66;32126645776;13.514,47;4,32288E+11;13.102,08;1,50485E+11;13.537,93;2,73196E+11
07-02-04;13.489,72;3,76387E+11;13.160,82;4,38545E+11;12.581,30;17995531699;13.255,66;32126645776;13.514,47;4,32288E+11;13.102,08;1,50485E+11;13.537,93;2,73196E+11
08-02-04;13.489,72;3,76387E+11;13.160,82;4,38545E+11;12.581,30;17995531699;13.255,66;32126645776;13.514,47;4,32288E+11;13.102,08;1,50485E+11;13.537,93;2,73196E+11
09-02-04;13.505,64;3,77605E+11;13.188,55;4,39453E+11;12.646,49;18089709637;13.290,47;32211133510;13.540,19;4,33096E+11;13.126,10;1,50782E+11;13.559,28;2,73607E+11
10-02-04;13.432,53;3,76462E+11;13.106,53;4,36628E+11;12.607,17;18034221668;13.229,69;32065059723;13.452,67;4,3028E+11;13.050,17;1,49904E+11;13.477,10;2,71991E+11
11-02-04;13.536,22;3,80438E+11;13.204,66;4,39889E+11;12.614,22;18044043486;13.299,43;32310427083;13.553,53;4,335E+11;13.139,90;1,50922E+11;13.577,90;2,76968E+11
12-02-04;13.600,60;3,83096E+11;13.265,40;4,51586E+11;12.638,54;18683720813;13.351,67;32435089458;13.618,89;4,35573E+11;13.197,98;1,51588E+11;13.640,01;2,78265E+11
13-02-04;13.588,04;3,84042E+11;13.256,90;4,5145E+11;12.633,93;18676946566;13.347,52;32425012949;13.606,86;4,3551E+11;13.188,91;1,51482E+11;13.630,07;2,78779E+11
14-02-04;13.588,04;3,84042E+11;13.256,90;4,5145E+11;12.633,93;18676946566;13.347,52;32425012949;13.606,86;4,3551E+11;13.188,91;1,51482E+11;13.630,07;2,78779E+11
15-02-04;13.588,04;3,84042E+11;13.256,90;4,5145E+11;12.633,93;18676946566;13.347,52;32425012949;13.606,86;4,3551E+11;13.188,91;1,51482E+11;13.630,07;2,78779E+11
16-02-04;13.643,96;3,9541E+11;13.301,96;4,53553E+11;12.641,19;18975047941;13.386,18;31252753972;13.653,83;4,5239E+11;13.232,83;1,56766E+11;13.682,79;2,84986E+11
17-02-04;13.718,35;3,98562E+11;13.376,80;4,57516E+11;12.694,37;19075559267;13.455,68;34190091481;13.728,37;4,5483E+11;13.302,41;1,60998E+11;13.764,91;2,8727E+11
18-02-04;13.661,25;3,9803E+11;13.321,30;4,55602E+11;12.683,25;19066757012;13.419,84;34103176408;13.676,57;4,53034E+11;13.258,66;1,60466E+11;13.710,21;2,87831E+11
19-02-04;13.804,45;4,03307E+11;13.459,46;4,60379E+11;12.748,92;19179040813;13.553,00;34441558846;13.827,56;4,5842E+11;13.401,28;1,62346E+11;13.857,03;2,91689E+11
20-02-04;13.969,58;4,09364E+11;13.616,33;4,6573E+11;12.861,86;19356676602;13.705,80;34829048974;13.992,80;4,63924E+11;13.559,50;1,64262E+11;14.020,96;2,96683E+11
21-02-04;13.969,58;4,09364E+11;13.616,33;4,6573E+11;12.861,86;19356676602;13.705,80;34829048974;13.992,80;4,63924E+11;13.559,50;1,64262E+11;14.020,96;2,96683E+11
22-02-04;13.969,58;4,09364E+11;13.616,33;4,6573E+11;12.861,86;19356676602;13.705,80;34829048974;13.992,80;4,63924E+11;13.559,50;1,64262E+11;14.020,96;2,96683E+11
23-02-04;13.874,21;4,08858E+11;13.523,78;4,62559E+11;12.855,48;19351332091;13.630,92;34685009449;13.897,29;4,60754E+11;13.477,02;1,63563E+11;13.931,69;2,94973E+11
24-02-04;13.851,59;4,09795E+11;13.505,57;4,62877E+11;12.865,87;19838674841;13.615,12;34656503236;13.870,98;4,59882E+11;13.452,96;1,63276E+11;13.906,16;2,94597E+11
25-02-04;13.899,75;4,13039E+11;13.560,07;4,64732E+11;12.904,50;19912325747;13.664,18;35402566669;13.920,88;4,6152E+11;13.504,03;1,63894E+11;13.954,36;2,97803E+11
26-02-04;13.771,97;4,11383E+11;13.433,05;4,60363E+11;12.849,90;19844091637;13.557,75;35173444931;13.802,16;4,60226E+11;13.382,76;1,62409E+11;13.836,27;2,95347E+11
27-02-04;13.880,21;4,16662E+11;13.540,61;4,64881E+11;12.916,68;19947151245;13.655,60;35427252916;13.917,12;4,64046E+11;13.491,22;1,64092E+11;13.945,79;2,97918E+11
28-02-04;13.880,21;4,16662E+11;13.540,61;4,64881E+11;12.916,68;19947151245;13.655,60;35427252916;13.917,12;4,64046E+11;13.491,22;1,64092E+11;13.945,79;2,97918E+11
29-02-04;13.880,21;4,16662E+11;13.540,61;4,64881E+11;12.916,68;19947151245;13.655,60;35427252916;13.917,12;4,64046E+11;13.491,22;1,64092E+11;13.945,79;2,97918E+11
01-03-04;13.861,46;4,17577E+11;13.531,20;4,7857E+11;;;12.925,75;55413294551;13.899,18;4,73642E+11;13.476,29;1,63903E+11;13.933,68;2,97659E+11
02-03-04;13.875,92;4,19436E+11;13.544,06;4,79054E+11;;;12.940,15;55475058290;13.919,25;4,74342E+11;13.495,91;1,64225E+11;13.952,37;2,98059E+11
03-03-04;14.011,57;4,25115E+11;13.658,98;4,83102E+11;;;13.031,69;55867471512;14.056,90;4,79021E+11;13.629,18;1,65845E+11;14.089,19;3,04612E+11
04-03-04;14.147,63;4,32596E+11;13.792,52;4,87783E+11;;;13.141,33;56337534138;14.187,49;4,83468E+11;13.762,36;1,675E+11;14.221,39;3,07433E+11
05-03-04;14.090,69;4,30793E+11;13.745,51;4,86671E+11;;;13.123,81;56260207552;14.126,94;4,81378E+11;13.697,56;1,66698E+11;14.158,18;3,07835E+11
06-03-04;14.090,69;4,30793E+11;13.745,51;4,86671E+11;;;13.123,81;56260207552;14.126,94;4,81378E+11;13.697,56;1,66698E+11;14.158,18;3,07835E+11
07-03-04;14.090,69;4,30793E+11;13.745,51;4,86671E+11;;;13.123,81;56260207552;14.126,94;4,81378E+11;13.697,56;1,66698E+11;14.158,18;3,07835E+11
08-03-04;13.998,04;4,29513E+11;13.656,13;4,83414E+11;;;13.054,65;56168277734;14.021,20;4,77674E+11;13.601,96;1,65592E+11;14.051,17;3,05513E+11
09-03-04;14.010,60;4,31503E+11;13.669,15;4,83739E+11;;;13.032,22;56069774017;14.054,46;4,78777E+11;13.620,38;1,71201E+11;14.070,10;3,06023E+11
10-03-04;13.984,24;4,32257E+11;13.648,34;4,83006E+11;;;13.012,19;55968978802;14.030,99;4,77947E+11;13.593,13;1,70854E+11;14.050,96;3,08432E+11
11-03-04;14.048,03;4,35988E+11;13.696,42;4,84647E+11;;;13.066,39;56199237712;14.090,48;4,79959E+11;13.652,57;1,71601E+11;14.113,49;3,09948E+11
12-03-04;13.899,27;4,33216E+11;13.554,68;4,94531E+11;;;12.972,20;55814871112;13.925,83;4,74574E+11;13.505,42;1,69729E+11;13.948,84;3,0818E+11
13-03-04;13.899,27;4,33216E+11;13.554,68;4,94531E+11;;;12.972,20;55814871112;13.925,83;4,74574E+11;13.505,42;1,69729E+11;13.948,84;3,0818E+11
14-03-04;13.899,27;4,33216E+11;13.554,68;4,94531E+11;;;12.972,20;55814871112;13.925,83;4,74574E+11;13.505,42;1,69729E+11;13.948,84;3,0818E+11
15-03-04;13.753,92;4,30726E+11;13.411,40;4,89371E+11;;;12.836,02;55273175433;13.792,97;4,82144E+11;13.362,52;1,67958E+11;13.798,37;3,04859E+11
16-03-04;13.797,80;4,42898E+11;13.455,53;4,91801E+11;;;12.855,96;54443541673;13.836,34;4,93574E+11;13.392,79;1,7195E+11;13.838,77;3,12248E+11
17-03-04;13.719,75;4,41717E+11;13.384,30;4,90135E+11;;;12.800,26;54199273989;13.766,86;4,91086E+11;13.319,19;1,71003E+11;13.767,24;3,1398E+11
18-03-04;13.776,59;4,44784E+11;13.429,43;4,91803E+11;;;12.858,48;58173379681;13.833,61;4,93471E+11;13.376,68;1,71874E+11;13.830,40;3,1557E+11
19-03-04;13.800,00;4,47545E+11;13.450,38;4,92596E+11;;;12.867,78;58217034490;13.840,46;4,93699E+11;13.385,50;1,71987E+11;13.841,89;3,17344E+11
20-03-04;13.800,00;4,47545E+11;13.450,38;4,92596E+11;;;12.867,78;58217034490;13.840,46;4,93699E+11;13.385,50;1,71987E+11;13.841,89;3,17344E+11
21-03-04;13.800,00;4,47545E+11;13.450,38;4,92596E+11;;;12.867,78;58217034490;13.840,46;4,93699E+11;13.385,50;1,71987E+11;13.841,89;3,17344E+11
22-03-04;13.865,55;4,52865E+11;13.515,96;4,94958E+11;;;12.909,00;58438360613;13.911,92;4,96602E+11;13.443,95;1,72933E+11;13.913,34;3,19184E+11
23-03-04;13.788,57;4,52646E+11;13.444,53;4,92335E+11;;;12.843,23;58157024444;13.821,06;4,9335E+11;13.362,37;1,77558E+11;13.816,13;3,1711E+11
24-03-04;13.699,31;4,51535E+11;13.370,20;4,89647E+11;;;12.779,92;57868505496;13.748,49;4,90721E+11;13.282,50;1,76486E+11;13.744,21;3,1757E+11
25-03-04;13.702,61;4,53185E+11;13.342,11;4,90294E+11;;;12.779,62;57915434838;13.744,98;4,90591E+11;13.273,59;1,76812E+11;13.739,65;3,17634E+11
26-03-04;13.662,26;4,54458E+11;13.302,96;4,88845E+11;;;12.749,24;57809962286;13.699,36;4,88902E+11;13.238,77;1,76308E+11;13.703,05;3,18163E+11
27-03-04;13.662,26;4,54458E+11;13.302,96;4,88845E+11;;;12.749,24;57809962286;13.699,36;4,88902E+11;13.238,77;1,76308E+11;13.703,05;3,18163E+11
28-03-04;13.662,26;4,54458E+11;13.302,96;4,88845E+11;;;12.749,24;57809962286;13.699,36;4,88902E+11;13.238,77;1,76308E+11;13.703,05;3,18163E+11
29-03-04;13.792,08;4,5914E+11;13.415,28;4,92915E+11;;;12.848,45;58306371123;13.828,30;5,06411E+11;13.357,69;1,78111E+11;13.823,19;3,20985E+11
30-03-04;13.850,92;4,60949E+11;13.478,98;4,95185E+11;;;12.902,40;58576047657;13.880,62;5,11822E+11;13.415,77;1,78883E+11;13.883,00;3,24213E+11
31-03-04;13.985,20;4,65418E+11;13.599,52;5,01106E+11;;;13.011,67;59043345784;14.009,74;5,16699E+11;13.540,03;1,80595E+11;14.012,77;3,27214E+11
01-04-04;13.941,57;4,63966E+11;13.572,77;5,23858E+11;;;12.998,28;58979742880;13.977,69;5,15513E+11;13.505,51;1,80131E+11;13.987,86;3,26641E+11
02-04-04;13.982,65;4,65334E+11;13.604,06;5,25025E+11;;;13.018,68;59071202923;14.020,23;5,17164E+11;13.543,63;1,80676E+11;14.024,11;3,27442E+11
03-04-04;13.982,65;4,65334E+11;13.604,06;5,25025E+11;;;13.018,68;59071202923;14.020,23;5,17164E+11;13.543,63;1,80676E+11;14.024,11;3,27442E+11
04-04-04;13.982,65;4,65334E+11;13.604,06;5,25025E+11;;;13.018,68;59071202923;14.020,23;5,17164E+11;13.543,63;1,80676E+11;14.024,11;3,27442E+11
05-04-04;14.082,85;4,68666E+11;13.683,75;5,2808E+11;;;13.093,27;59407719123;14.120,74;5,20846E+11;13.626,82;1,81783E+11;14.109,24;3,30483E+11
06-04-04;14.142,91;4,70569E+11;13.729,07;5,29812E+11;;;13.143,45;59635578878;14.171,73;5,2276E+11;13.672,62;1,8678E+11;14.169,61;3,31897E+11
07-04-04;14.210,31;4,72767E+11;13.799,38;5,32931E+11;;;13.197,63;59880441288;14.237,14;5,25221E+11;13.742,56;1,87762E+11;14.240,89;3,34779E+11
08-04-04;14.257,81;4,74317E+11;13.840,72;5,34568E+11;;;13.229,52;62093539212;14.285,99;5,26945E+11;13.787,97;1,88378E+11;14.290,57;3,35968E+11
09-04-04;14.257,81;4,74317E+11;13.840,72;5,34568E+11;;;13.229,52;62093539212;14.285,99;5,26945E+11;13.787,97;1,88378E+11;14.290,57;3,35968E+11
10-04-04;14.257,81;4,74317E+11;13.840,72;5,34568E+11;;;13.229,52;62093539212;14.285,99;5,26945E+11;13.787,97;1,88378E+11;14.290,57;3,35968E+11
11-04-04;14.257,81;4,74317E+11;13.840,72;5,34568E+11;;;13.229,52;62093539212;14.285,99;5,26945E+11;13.787,97;1,88378E+11;14.290,57;3,35968E+11
12-04-04;14.131,97;4,70084E+11;13.720,40;5,32691E+11;;;13.137,97;61663758007;14.155,28;5,28985E+11;13.673,04;1,86805E+11;14.166,69;3,33089E+11
13-04-04;14.141,54;4,70373E+11;13.728,11;5,32924E+11;;;13.133,92;61639288639;14.167,93;5,2945E+11;13.675,94;1,86938E+11;14.173,79;3,33295E+11
14-04-04;14.117,09;4,69495E+11;13.696,69;5,31673E+11;;;13.104,53;61509362461;14.136,82;5,28714E+11;13.647,04;1,86536E+11;14.152,23;3,34276E+11
15-04-04;14.158,47;4,71276E+11;13.724,72;5,32833E+11;;;13.122,85;61596816137;14.173,37;5,30146E+11;13.689,94;1,87179E+11;14.184,00;3,34985E+11
16-04-04;14.037,46;4,75963E+11;13.599,97;5,32245E+11;;;13.016,45;60163300597;14.038,11;5,34428E+11;13.570,70;1,90309E+11;14.044,99;3,37561E+11
17-04-04;14.037,46;4,75963E+11;13.599,97;5,32245E+11;;;13.016,45;60163300597;14.038,11;5,34428E+11;13.570,70;1,90309E+11;14.044,99;3,37561E+11
18-04-04;14.037,46;4,75963E+11;13.599,97;5,32245E+11;;;13.016,45;60163300597;14.038,11;5,34428E+11;13.570,70;1,90309E+11;14.044,99;3,37561E+11
19-04-04;13.921,50;4,7238E+11;13.499,57;5,28408E+11;;;12.937,49;63497772606;13.933,49;5,30436E+11;13.462,15;1,88783E+11;13.936,01;3,36033E+11
20-04-04;13.927,11;4,72923E+11;13.506,28;5,28635E+11;;;12.929,92;63439180594;13.933,50;5,3042E+11;13.463,36;1,91196E+11;13.926,99;3,36224E+11
21-04-04;13.944,14;4,74055E+11;13.527,70;5,29471E+11;;;12.944,26;63525744609;13.959,56;5,31451E+11;13.486,44;1,91523E+11;13.954,85;3,38689E+11
22-04-04;13.939,11;4,74096E+11;13.502,90;5,28467E+11;;;12.936,78;63490165357;13.924,04;5,301E+11;13.468,88;1,91254E+11;13.926,04;3,38067E+11
23-04-04;13.972,71;4,75349E+11;13.532,99;5,29711E+11;;;12.960,92;63608119136;13.956,59;5,31272E+11;13.497,46;1,9159E+11;13.953,68;3,39986E+11
